Primary Drugs,Phase III subject mean,Phase II subject mean,Phase I subject mean,Phase I/II subject mean,Phase 0 subject mean,Phase IV subject mean,Phase II/III subject mean,Clinical Phase Unknown subject mean,Phase III trial length,Phase II trial length,Phase I trial length,Phase I/II trial length,Phase 0 trial length,Phase IV trial length,Phase II/III trial length,Clinical Phase Unknown trial length,Phase III center count,Phase II center count,Phase I center count,Phase I/II center count,Phase 0 center count,Phase IV center count,Phase II/III center count,Clinical Phase Unknown center count,Phase I Pass,Phase II Pass,Phase I/II Pass,Phase III Pass,Phase II/III Pass,Clinical Phase Unknown Completed,Phase 0 Completed,Phase 0 Discontinued,Phase I Completed,Phase I Discontinued,Phase I Other Trial Status,Phase I/II Completed,Phase I/II Discontinued,Phase I/II Other Trial Status,Phase II Completed,Phase II Discontinued,Phase II Other Trial Status,Phase II/III Completed,Phase II/III Discontinued,Phase III Completed,Phase III Discontinued,Phase III Other Trial Status,Phase IV Completed,Phase IV Discontinued,Phase IV Other Trial Status,Number of Organizations,Clinical Phase Unknown double-blind,Clinical Phase Unknown multicentre,Clinical Phase Unknown open,Clinical Phase Unknown parallel,Clinical Phase Unknown prospective,Clinical Phase Unknown randomised,Clinical Phase Unknown retrospective,Phase 0 crossover,Phase 0 double-blind,Phase 0 multicentre,Phase 0 open,Phase 0 parallel,Phase 0 prospective,Phase 0 randomised,Phase I Other Design Status,Phase I cohort,Phase I crossover,Phase I double-blind,Phase I multicentre,Phase I observational,Phase I open,Phase I parallel,Phase I prospective,Phase I randomised,Phase I/II Other Design Status,Phase I/II cohort,Phase I/II crossover,Phase I/II double-blind,Phase I/II multicentre,Phase I/II open,Phase I/II parallel,Phase I/II prospective,Phase I/II randomised,Phase I/II retrospective,Phase II Other Design Status,Phase II cohort,Phase II crossover,Phase II double-blind,Phase II multicentre,Phase II observational,Phase II open,Phase II parallel,Phase II prospective,Phase II randomised,Phase II retrospective,Phase II/III Other Design Status,Phase II/III crossover,Phase II/III double-blind,Phase II/III multicentre,Phase II/III observational,Phase II/III open,Phase II/III parallel,Phase II/III prospective,Phase II/III randomised,Phase III Other Design Status,Phase III cohort,Phase III crossover,Phase III double-blind,Phase III multicentre,Phase III observational,Phase III open,Phase III parallel,Phase III prospective,Phase III randomised,Phase III retrospective,Phase IV Other Design Status,Phase IV cohort,Phase IV crossover,Phase IV double-blind,Phase IV multicentre,Phase IV observational,Phase IV open,Phase IV parallel,Phase IV prospective,Phase IV randomised,Phase IV retrospective
Paclitaxel,642.0,71.75471698113208,53.888888888888886,69.22222222222223,0.0,270.375,824.0,0.0,1844 days 00:00:00,1697 days 20:30:32.727272,1395 days 10:40:00,2447 days 07:12:00,0.0,1634 days 02:00:00,1350 days 16:00:00,0.0,642.0,71.75471698113208,53.888888888888886,69.22222222222223,0.0,270.375,824.0,0.0,True,True,True,True,True,0.0,0.0,0.0,7.0,2.0,0.0,4.0,6.0,0.0,47.0,5.0,3.0,3.0,0.0,8.0,1.0,0.0,9.0,3.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,8.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,47.0,8.0,55.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,8.0,8.0,6.0,8.0,0.0,3.0,5.0,0.0,0.0,8.0,8.0,1.0,0.0,8.0,0.0,3.0
BAY 949392,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exemestane,2551.266666666667,105.0,19.5,0.0,0.0,485.4166666666667,120.0,0.0,2631 days 22:24:00,1971 days 02:10:54.545454,1050 days 00:00:00,0.0,0.0,1213 days 12:48:00,2741 days 00:00:00,0.0,2551.266666666667,105.0,19.5,0.0,0.0,485.4166666666667,120.0,0.0,True,True,True,True,True,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,0.0,12.0,1.0,2.0,11.0,4.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,10.0,4.0,11.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,15.0,3.0,10.0,10.0,15.0,12.0,0.0,1.0,1.0,1.0,0.0,10.0,8.0,4.0,0.0,15.0,1.0,0.0
Talazoparib,0.0,140.0,51.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1783 days 00:00:00,966 days 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,140.0,51.666666666666664,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Letrozole,2381.733333333333,96.16666666666667,28.0,138.0,60.0,398.1666666666667,0.0,0.0,2518 days 15:31:45.882352,1677 days 14:46:09.230769,395 days 00:00:00,2240 days 12:00:00,549 days 00:00:00,1794 days 15:00:00,0.0,0.0,2381.733333333333,96.16666666666667,28.0,138.0,60.0,398.1666666666667,0.0,0.0,True,True,True,True,True,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,14.0,1.0,2.0,7.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,20.0,1.0,21.0,7.0,23.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,12.0,14.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,7.0,1.0,1.0
SV-BR-1-GM breast cancer vaccine BriaCell Therapeutics,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorafenib,519.0,74.55555555555556,46.5,59.0,0.0,0.0,0.0,0.0,2433 days 00:00:00,1504 days 00:00:00,867 days 04:00:00,1673 days 12:00:00,0.0,0.0,0.0,0.0,519.0,74.55555555555556,46.5,59.0,0.0,0.0,0.0,0.0,True,True,True,False,False,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,9.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estetrol,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1065 days 00:00:00,60 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembrolizumab,0.0,0.0,15.0,197.25,0.0,0.0,0.0,0.0,0.0,0.0,792 days 00:00:00,1256 days 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15.0,197.25,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eribulin,705.5,84.84615384615384,27.0,58.8,0.0,769.0,0.0,500.0,1677 days 00:00:00,1146 days 17:32:18.461538,1246 days 16:00:00,1153 days 00:00:00,0.0,834 days 00:00:00,0.0,1392 days 00:00:00,705.5,84.84615384615384,27.0,58.8,0.0,769.0,0.0,500.0,True,True,True,True,True,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,22.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0,24.0,6.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,3.0,1.0,3.0,5.0,0.0,0.0,11.0,10.0,2.0,0.0,6.0,0.0,6.0
Enobosarm,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,860 days 00:00:00,413 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neratinib,0.0,686.25,28.0,109.6,0.0,0.0,0.0,0.0,0.0,3270 days 18:00:00,248 days 13:42:51.428571,3444 days 09:36:00,0.0,0.0,0.0,0.0,0.0,686.25,28.0,109.6,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,7.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelipepimut-S,709.0,300.0,0.0,95.0,0.0,0.0,0.0,0.0,1246 days 00:00:00,1956 days 00:00:00,0.0,4129 days 00:00:00,0.0,0.0,0.0,0.0,709.0,300.0,0.0,95.0,0.0,0.0,0.0,0.0,True,True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irosustat,0.0,25.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,857 days 12:00:00,1249 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,50.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trastuzumab emtansine,772.0,117.85714285714286,24.0,96.0,0.0,,0.0,0.0,1653 days 04:48:00,907 days 06:51:25.714285,1183 days 16:00:00,1040 days 19:12:00,0.0,1320 days 12:00:00,0.0,0.0,772.0,117.85714285714286,24.0,96.0,0.0,,0.0,0.0,True,True,True,True,True,0.0,0.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Fulvestrant,867.0,92.76470588235294,44.0,14.0,0.0,339.44444444444446,0.0,0.0,2412 days 18:00:00,2206 days 00:00:00,1418 days 16:00:00,488 days 00:00:00,0.0,855 days 07:12:00,0.0,0.0,867.0,92.76470588235294,44.0,14.0,0.0,339.44444444444446,0.0,0.0,True,True,True,True,True,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,12.0,8.0,16.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,2.0,6.0,7.0,7.0,1.0,2.0,3.0,0.0,0.0,9.0,8.0,0.0,0.0,7.0,0.0,3.0
Cixutumumab,0.0,122.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,1980 days 00:00:00,0.0,3393 days 00:00:00,0.0,0.0,0.0,0.0,0.0,122.0,0.0,68.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buparlisib,615.0,208.0,67.0,158.0,0.0,0.0,524.0,0.0,1814 days 00:00:00,910 days 04:48:00,1176 days 21:00:00,1491 days 00:00:00,0.0,0.0,1034 days 00:00:00,0.0,615.0,208.0,67.0,158.0,0.0,0.0,524.0,0.0,True,True,True,False,False,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lapatinib,934.6,81.61111111111111,75.65217391304348,58.125,0.0,1195.875,0.0,0.0,2446 days 09:36:00,1619 days 22:17:08.571428,1287 days 06:43:12,1518 days 21:00:00,0.0,1379 days 06:00:00,0.0,0.0,934.6,81.61111111111111,75.65217391304348,58.125,0.0,1195.875,0.0,0.0,True,True,True,True,True,0.0,0.0,0.0,20.0,5.0,0.0,6.0,2.0,0.0,38.0,15.0,3.0,0.0,0.0,8.0,0.0,2.0,11.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,18.0,0.0,24.0,4.0,24.0,5.0,0.0,0.0,0.0,1.0,7.0,7.0,2.0,8.0,2.0,0.0,1.0,0.0,1.0,4.0,48.0,0.0,52.0,20.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,7.0,7.0,10.0,8.0,0.0,2.0,5.0,0.0,0.0,9.0,9.0,3.0,0.0,7.0,0.0,5.0
AMG 110,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glembatumumab vedotin,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1297 days 00:00:00,0.0,1095 days 00:00:00,0.0,0.0,0.0,0.0,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pazopanib,0.0,129.5,36.0,0.0,40.0,0.0,0.0,0.0,0.0,1619 days 00:00:00,1166 days 19:12:00,0.0,1704 days 00:00:00,0.0,0.0,0.0,0.0,129.5,36.0,0.0,40.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INGN 225,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5114 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pertuzumab,632.3333333333334,141.0,43.333333333333336,0.0,0.0,176.0,0.0,0.0,2009 days 20:00:00,1525 days 22:00:00,867 days 08:00:00,0.0,0.0,1348 days 08:00:00,0.0,0.0,632.3333333333334,141.0,43.333333333333336,0.0,0.0,176.0,0.0,0.0,True,True,True,True,True,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,11.0,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,5.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
